Rank	Name	basename	Genre	ESRB_Rating	Platform	Publisher	Developer	VGChartz_Score	Critic_Score	User_Score	Total_Shipped	Global_Sales	NA_Sales	PAL_Sales	JP_Sales	Other_Sales	Year	Last_Update	url	status	Vgchartzscore	img_url
29658	Echo of the Wilds	echo-of-the-wilds	Adventure		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/83329/echo-of-the-wilds/?region=All	1		/games/boxart/full_3398580AmericaFrontccc.jpg
29664	Echoes of Eridu	echoes-of-eridu	Misc		PC	Unknown	Unknown										2015.0		http://www.vgchartz.com/game/82120/echoes-of-eridu/?region=All	1		/games/boxart/default.jpg
29668	Eclipse War Online	eclipse-war-online	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/79037/eclipse-war-online/?region=All	1		/games/boxart/default.jpg
29683	Eden Eternal	eden-eternal	Misc		PC	Aeria Games & Entertainment	Unknown										2011.0		http://www.vgchartz.com/game/77009/eden-eternal/?region=All	1		/games/boxart/default.jpg
29686	Edge	edge	Puzzle		PC	Two Tribes	Mobigame										2011.0		http://www.vgchartz.com/game/55225/edge/?region=All	1		/games/boxart/full_edge_991AmericaFront.jpg
29690	Edge of Twilight	edge-of-twilight	Action	RP	PC	Unknown	FuzzyEyes										2011.0		http://www.vgchartz.com/game/26853/edge-of-twilight/?region=All	1		/games/boxart/default.jpg
29708	Eidolon	eidolon	Adventure		PC	Ice Water Games	Ice Water Games										2014.0		http://www.vgchartz.com/game/83938/eidolon/?region=All	1		/games/boxart/full_9145231AmericaFrontccc.jpg
29712	Eien no Aseria: The Spirit of Eternity Sword Special Edition	eien-no-aseria-the-spirit-of-eternity-sword-special-edition	Adventure		PC	Xuse	Xuse										2011.0		http://www.vgchartz.com/game/51556/eien-no-aseria-the-spirit-of-eternity-sword-special-edition/?region=All	1		/games/boxart/full_eien-no-aseria-special-edition_798JapanFront.jpg
29731	Einherjar: The Viking's Blood	einherjar-the-vikings-blood	Misc		PC	CIRCLE Entertainment	Unknown										2012.0		http://www.vgchartz.com/game/72130/einherjar-the-vikings-blood/?region=All	1		/games/boxart/default.jpg
29732	Einherjar: The Viking's Blood	einherjar-the-vikings-blood	Strategy		PC	CIRCLE Entertainment	KBMJ										2012.0	20th Jul 18	http://www.vgchartz.com/game/72134/einherjar-the-vikings-blood/?region=All	1		/games/boxart/full_1588895AmericaFrontccc.png
29751	Eiyuu Senki: The World Conquest	eiyuu-senki-the-world-conquest	Role-Playing		PC	Tenco	Tenco										2012.0		http://www.vgchartz.com/game/85124/eiyuu-senki-the-world-conquest/?region=All	1		/games/boxart/full_5730053JapanFrontccc.jpg
29753	El Capitan Trueno: en la Montana de los Suspiros	el-capitan-trueno-en-la-montana-de-los-suspiros	Adventure		PC	Unknown	Zeta Multimedia, S.A.										2011.0		http://www.vgchartz.com/game/34798/el-capitn-trueno-en-la-montana-de-los-suspiros/?region=All	1		/games/boxart/default.jpg
29756	El Chavo	el-chavo	Misc		PC	Capcom / Mitchell Corporation	Unknown										2013.0		http://www.vgchartz.com/game/76631/el-chavo/?region=All	1		/games/boxart/default.jpg
29799	Eleusis	eleusis	Misc		PC	Unknown	Unknown										2013.0		http://www.vgchartz.com/game/81453/eleusis/?region=All	1		/games/boxart/default.jpg
29836	Elite: Dangerous	elite-dangerous	Simulation	T	PC	Frontier Developments	Frontier Developments Inc.										2014.0	15th Jun 18	http://www.vgchartz.com/game/71618/elite-dangerous/?region=All	1		/games/boxart/full_3234567AmericaFrontccc.jpg
29840	Elizabeth Find M.D.: Diagnosis Mystery, Season 2	"season 2"""	Puzzle	E	PC	THQ	Gunnar Games, Inc.										2011.0		http://www.vgchartz.com/game/49493/elizabeth-find-md-diagnosis-mystery-season-2/?region=All	1		/games/boxart/full_elizabeth-find-md-diagnosis-mystery-season-2_982AmericaFront.jpg
29841	Ellen Whitaker's Horse Life	ellen-whitakers-horse-life	Sports		PC	Unknown	Deep Silver										2011.0		http://www.vgchartz.com/game/29479/ellen-whitakers-horse-life/?region=All	1		/games/boxart/default.jpg
29842	Elminage Gothic: Ulm Zakir to Yami no Gishiki	elminage-gothic-ulm-zakir-to-yami-no-gishiki	Role-Playing		PC	Ghostlight	Ghostlight										2014.0		http://www.vgchartz.com/game/84469/elminage-gothic-ulm-zakir-to-yami-no-gishiki/?region=All	1		/games/boxart/full_831931AmericaFrontccc.jpeg
29852	Elysian Shadows	elysian-shadows	Role-Playing		PC	WaterMelon	Elysian Shadows Team										2016.0		http://www.vgchartz.com/game/84644/elysian-shadows/?region=All	1		/games/boxart/default.jpg
29860	Emergency 5	emergency-5	Simulation		PC	Deep Silver	Sixteen Tons Entertainment										2015.0		http://www.vgchartz.com/game/84871/emergency-5/?region=All	1		/games/boxart/full_8094182AmericaFrontccc.jpg
29861	Emergency Ambulance Simulator	emergency-ambulance-simulator	Misc		PC	Excalibur Publishing Limited	Unknown										2012.0		http://www.vgchartz.com/game/70532/emergency-ambulance-simulator/?region=All	1		/games/boxart/default.jpg
29862	Emergency Call 112 - The Fire Fighting Simulation	emergency-call-112-the-fire-fighting-simulation	Simulation		PC	Aerosoft	Headup Games / Crenetic										2016.0		http://www.vgchartz.com/game/144553/emergency-call-112-the-fire-fighting-simulation/?region=All	1		/games/boxart/full_6778983AmericaFrontccc.jpg
29888	Empire: Alpha Complex	empire-alpha-complex	Shooter		PC	Unknown	Chair Entertainment										2014.0		http://www.vgchartz.com/game/26712/empire-alpha-complex/?region=All	1		/games/boxart/default.jpg
29892	Empress of the Deep 3: Legacy of the Phoenix	empress-of-the-deep-3-legacy-of-the-phoenix	Action		PC	Mumbo Jumbo	Big Fish Games										2014.0		http://www.vgchartz.com/game/84021/empress-of-the-deep-3-legacy-of-the-phoenix/?region=All	1		/games/boxart/default.jpg
29894	Enchanted Cavern	enchanted-cavern	Misc		PC	Alawar Entertainment	Unknown										2013.0		http://www.vgchartz.com/game/81631/enchanted-cavern/?region=All	1		/games/boxart/default.jpg
29905	Endless Legend	endless-legend	Misc		PC	Iceberg Interactive	Unknown										2014.0		http://www.vgchartz.com/game/79200/endless-legend/?region=All	1		/games/boxart/default.jpg
29914	EndWar Online	endwar-online	Misc		PC	Ubisoft	Unknown										2020.0		http://www.vgchartz.com/game/76665/endwar-online/?region=All	1		/games/boxart/default.jpg
29925	Enigmatis 2: The Mists of Ravenwood	enigmatis-2-the-mists-of-ravenwood	Adventure		PC	Artifex Mundi sp. z o.o.	Artifex Mundi sp. z o.o.										2013.0	10th Sep 18	http://www.vgchartz.com/game/83103/enigmatis-2-the-mists-of-ravenwood/?region=All	1		/games/boxart/default.jpg
29941	Epic Battle Fantasy 4	epic-battle-fantasy-4	Role-Playing		PC	Matt Roszak	Matt Roszak										2014.0	29th Mar 19	http://www.vgchartz.com/game/79190/epic-battle-fantasy-4/?region=All	1		/games/boxart/default.jpg
29945	Epigenesis	epigenesis	Action		PC	Unknown	Unknown										2013.0		http://www.vgchartz.com/game/83852/epigenesis/?region=All	1		/games/boxart/full_5625109AmericaFrontccc.jpg
29948	EPOCH.	epoch	Misc		PC	Raw Fury	Unknown										2014.0		http://www.vgchartz.com/game/82807/epoch/?region=All	1		/games/boxart/default.jpg
29965	Escape Dead Island	escape-dead-island	Action	M	PC	Deep Silver	Fatshark										2014.0	16th Apr 18	http://www.vgchartz.com/game/83357/escape-dead-island/?region=All	1		/games/boxart/full_1731031AmericaFrontccc.jpg
29973	Escape Goat 2	escape-goat-2	Misc		PC	Double Fine Productions	Unknown										2014.0		http://www.vgchartz.com/game/80857/escape-goat-2/?region=All	1		/games/boxart/default.jpg
29978	Escape The Ape	escape-the-ape	Misc		PC	Big Fish Games	Unknown										2011.0		http://www.vgchartz.com/game/81124/escape-the-ape/?region=All	1		/games/boxart/default.jpg
30051	Ether One	ether-one	Adventure		PC	White Paper Games	White Paper Games										2014.0	22nd Nov 18	http://www.vgchartz.com/game/84146/ether-one/?region=All	1		/games/boxart/full_7278332PALFrontccc.jpg
30053	Etherium	etherium	Misc		PC	Focus Home Interactive	Unknown										2014.0		http://www.vgchartz.com/game/78381/etherium/?region=All	1		/games/boxart/default.jpg
30062	Europa Universalis III: Chronicles	europa-universalis-iii-chronicles	Strategy	E10	PC	Paradox Interactive	Paradox Interactive										2011.0		http://www.vgchartz.com/game/50640/europa-universalis-iii-chronicles/?region=All	1		/games/boxart/full_europa-universalis-iii-chronicles_604AmericaFront.jpg
30098	EVE: Valkyrie	eve-valkyrie	Shooter		PC	CCP	CCP										2016.0		http://www.vgchartz.com/game/84905/eve-valkyrie/?region=All	1		/games/boxart/full_7284617AmericaFrontccc.jpg
30121	EverQuest Next	everquest-next	MMO		PC	Sony Online Entertainment	Sony Online Entertainment										2019.0	15th Sep 18	http://www.vgchartz.com/game/75129/everquest-next/?region=All	1		/games/boxart/full_2022855AmericaFrontccc.png
30127	Everquest: Veil of Alaris	everquest-veil-of-alaris	Role-Playing	T	PC	Sony Online Entertainment	Sony Online Entertainment										2011.0		http://www.vgchartz.com/game/67009/everquest-veil-of-alaris/?region=All	1		/games/boxart/full_everquest-veil-of-alaris_968AmericaFront.jpg
30128	Eversion	eversion	Platform		PC	Unknown	Zaratustra Productions										2011.0		http://www.vgchartz.com/game/45525/eversion/?region=All	1		/games/boxart/default.jpg
30148	Evil Pumpkin: The Lost Halloween	evil-pumpkin-the-lost-halloween	Adventure		PC	Two Desperados	Two Desperados										2014.0	07th Aug 18	http://www.vgchartz.com/game/83651/evil-pumpkin-the-lost-halloween/?region=All	1		/games/boxart/full_1082526PALFrontccc.jpg
30162	Evolution RTS	evolution-rts	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/80990/evolution-rts/?region=All	1		/games/boxart/default.jpg
30168	Evopollution	evopollution	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/81636/evopollution/?region=All	1		/games/boxart/default.jpg
30204	Exogenesis: Perils of Rebirth	exogenesis-perils-of-rebirth	Adventure		PC	Kwan	Kwan										2015.0		http://www.vgchartz.com/game/84743/exogenesis-perils-of-rebirth/?region=All	1		/games/boxart/default.jpg
30215	Explosive Dinosaurs	explosive-dinosaurs	Misc		PC	Unknown	Unknown										2015.0		http://www.vgchartz.com/game/82555/explosive-dinosaurs/?region=All	1		/games/boxart/default.jpg
30219	Extinction	extinction	Action	M	PC	Maximum Games	Iron Galaxy			6.9							2018.0	01st Feb 18	http://www.vgchartz.com/game/179411/extinction/?region=All	1		/games/boxart/full_8437650AmericaFrontccc.jpg
30220	Extrasolar	extrasolar	Simulation		PC	Lazy 8 Studios	Lazy 8 Studios										2014.0		http://www.vgchartz.com/game/84031/extrasolar/?region=All	1		/games/boxart/full_1592494AmericaFrontccc.jpg
30232	Extreme Road Trip 2	extreme-road-trip-2	Racing		PC	Roofdog Games	Roofdog Games										2013.0		http://www.vgchartz.com/game/79962/extreme-road-trip-2/?region=All	1		/games/boxart/full_4417749AmericaFrontccc.png
30235	Extreme Roads USA	extreme-roads-usa	Simulation		PC	United Developers	United Developers										2014.0		http://www.vgchartz.com/game/84112/extreme-roads-usa/?region=All	1		/games/boxart/full_8093015PALFrontccc.jpg
30307	F1 2013	f1-2013	Racing		PC	Codemasters	Codemasters Birmingham										2013.0	24th May 18	http://www.vgchartz.com/game/86064/f1-2013/?region=All	1		/games/boxart/full_648628PALFrontccc.jpg
30348	Face of Mankind	face-of-mankind	Action		PC	Nexeon Technologies	Nexeon Technologies										2014.0		http://www.vgchartz.com/game/83679/face-of-mankind/?region=All	1		/games/boxart/full_4703320AmericaFrontccc.jpg
30364	Faery: Legends of Avalon	faery-legends-of-avalon	Role-Playing	E10	PC	Focus Home Interactive	Spiders										2011.0		http://www.vgchartz.com/game/48449/faery-legends-of-avalon/?region=All	1		/games/boxart/full_faery-legends-of-avalon_707AmericaFront.jpg
30367	Fairy Bloom Freesia	fairy-bloom-freesia	Misc		PC	SCEA Studio San Diego	Unknown										2012.0		http://www.vgchartz.com/game/81602/fairy-bloom-freesia/?region=All	1		/games/boxart/default.jpg
30385	Fall of the New Age	fall-of-the-new-age	Adventure		PC	Playrix	Cyber Planet Interactive										2014.0		http://www.vgchartz.com/game/83837/fall-of-the-new-age/?region=All	1		/games/boxart/full_823802AmericaFrontccc.jpg
30387	Fall Weiss	fall-weiss	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/82745/fall-weiss/?region=All	1		/games/boxart/default.jpg
30395	Fallen London	fallen-london	Simulation		PC	Unknown	Failbetter Games										2017.0		http://www.vgchartz.com/game/84349/fallen-london/?region=All	1		/games/boxart/default.jpg
30397	Falling Skies: The Game	falling-skies-the-game	Role-Playing		PC	Little Orbit	Little Orbit										2016.0		http://www.vgchartz.com/game/83117/falling-skies-the-game/?region=All	1		/games/boxart/default.jpg
30404	Fallout 3 & Oblivion Double Pack	fallout-3-amp-oblivion-double-pack	Misc		PC	Bethesda Softworks	Unknown										2012.0		http://www.vgchartz.com/game/70652/fallout-3-amp-oblivion-double-pack/?region=All	1		/games/boxart/default.jpg
30426	Fallout: New Vegas - Dead Money	fallout-new-vegas-dead-money	Role-Playing	M	PC	Bethesda Softworks	Obsidian Entertainment										2011.0		http://www.vgchartz.com/game/50302/fallout-new-vegas-dead-money/?region=All	1		/games/boxart/full_fallout-new-vegas-dead-money_160AmericaFront.jpg
30427	Fallout: New Vegas - Honest Hearts	fallout-new-vegas-honest-hearts	Role-Playing	M	PC	Bethesda Softworks	Obsidian Entertainment										2011.0		http://www.vgchartz.com/game/51076/fallout-new-vegas-honest-hearts/?region=All	1		/games/boxart/full_fallout-new-vegas-honest-hearts_833AmericaFront.jpg
30430	Fallout: New Vegas - Lonesome Road	fallout-new-vegas-lonesome-road	Role-Playing	M	PC	Bethesda Softworks	Obsidian Entertainment										2011.0		http://www.vgchartz.com/game/51082/fallout-new-vegas-lonesome-road/?region=All	1		/games/boxart/full_fallout-new-vegas-lonesome-road_570AmericaFront.jpg
30433	Fallout: New Vegas - Old World Blues	fallout-new-vegas-old-world-blues	Role-Playing	M	PC	Bethesda Softworks	Obsidian Entertainment		8.7								2011.0		http://www.vgchartz.com/game/51079/fallout-new-vegas-old-world-blues/?region=All	1		/games/boxart/full_fallout-new-vegas-old-world-blues_730AmericaFront.jpg
30436	Famaze	famaze	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/82136/famaze/?region=All	1		/games/boxart/default.jpg
30480	Family Guy: Back to the Multiverse	family-guy-back-to-the-multiverse	Action-Adventure	M	PC	Activision	Heavy Iron Studios										2012.0	19th Oct 18	http://www.vgchartz.com/game/71148/family-guy-back-to-the-multiverse/?region=All	1		/games/boxart/full_7811689AmericaFrontccc.jpg
30527	Fantasy Grounds	fantasy-grounds	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/82034/fantasy-grounds/?region=All	1		/games/boxart/default.jpg
30546	Far Cry 3: Blood Dragon	far-cry-3-blood-dragon	Shooter	M	PC	Ubisoft	Ubisoft Montreal										2013.0	25th May 18	http://www.vgchartz.com/game/71993/far-cry-3-blood-dragon/?region=All	1		/games/boxart/full_859634AmericaFrontccc.jpg
30562	Farm for your Life	farm-for-your-life	Strategy		PC	Hammer Labs	Hammer Labs										2013.0	07th Aug 18	http://www.vgchartz.com/game/83314/farm-for-your-life/?region=All	1		/games/boxart/full_7682694PALFrontccc.jpg
30565	Farm Frenzy 2	farm-frenzy-2	Strategy		PC	Unknown	Alawar Entertainment										2011.0		http://www.vgchartz.com/game/43521/farm-frenzy-2/?region=All	1		/games/boxart/full_4612211AmericaFrontccc.jpg
30566	Farm Frenzy 3: American Pie	farm-frenzy-3-american-pie	Strategy		PC	Unknown	Alawar Entertainment										2011.0		http://www.vgchartz.com/game/43523/farm-frenzy-3-american-pie/?region=All	1		/games/boxart/full_6164489AmericaFrontccc.jpg
30568	Farm Frenzy 4	farm-frenzy-4	Misc		PC	Big Fish Games	Unknown										2013.0		http://www.vgchartz.com/game/81833/farm-frenzy-4/?region=All	1		/games/boxart/default.jpg
30570	Farm Heroes Saga	farm-heroes-saga	Puzzle		PC	King.com	King.com										2013.0		http://www.vgchartz.com/game/72250/farm-heroes-saga/?region=All	1		/games/boxart/full_1419614AmericaFrontccc.png
30581	Farming World	farming-world	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/81866/farming-world/?region=All	1		/games/boxart/default.jpg
30631	Fatal Hearts	fatal-hearts	Misc		PC	Fabio Ricci	Unknown										2014.0		http://www.vgchartz.com/game/80517/fatal-hearts/?region=All	1		/games/boxart/default.jpg
30641	Fate of the World	fate-of-the-world	Strategy		PC	Unknown	Red Redemption		8.0								2011.0		http://www.vgchartz.com/game/48418/fate-of-the-world/?region=All	1		/games/boxart/full_fate-of-the-world_756AmericaFront.jpg
30666	Fe	fe	Action	E	PC	Electronic Arts	Zoink Games										2018.0	18th Jul 18	http://www.vgchartz.com/game/118328/fe/?region=All	1		/games/boxart/full_849783AmericaFrontccc.png
30667	Fear for Sale: Mystery of McInroy Manor	fear-for-sale-mystery-of-mcinroy-manor	Puzzle		PC	Activision	Big Fish Games										2011.0		http://www.vgchartz.com/game/53595/fear-for-sale-mystery-of-mcinroy-manor/?region=All	1		/games/boxart/default.jpg
30668	Fearless Fantasy	fearless-fantasy	Misc		PC	Unknown	Unknown										2014.0		http://www.vgchartz.com/game/82028/fearless-fantasy/?region=All	1		/games/boxart/default.jpg
30683	Fenix Rage	fenix-rage	Misc		PC	Green Lava Studios	Unknown										2014.0		http://www.vgchartz.com/game/82740/fenix-rage/?region=All	1		/games/boxart/default.jpg
30807	Figures of Happiness	figures-of-happiness	Simulation		PC	Unknown	G-Collections										2011.0		http://www.vgchartz.com/game/53143/figures-of-happiness/?region=All	1		/games/boxart/full_figures-of-happiness_252AmericaFront.jpg
30810	Fillogic	fillogic	Puzzle		PC	Unknown	Pingbit Games										2011.0		http://www.vgchartz.com/game/63291/fillogic/?region=All	1		/games/boxart/default.jpg
30822	Final Exam	final-exam	Action		PC	Focus Home Interactive	Mighty Rocket Studio										2013.0	29th Mar 19	http://www.vgchartz.com/game/76968/final-exam/?region=All	1		/games/boxart/default.jpg
30864	Final Fantasy Type-0	final-fantasy-type-0	Role-Playing	M	PC	Square Enix	Square Enix										2016.0	10th Jan 18	http://www.vgchartz.com/game/85810/final-fantasy-type-0/?region=All	1		/games/boxart/full_9518115AmericaFrontccc.jpg
30891	Final Fantasy XI: Ultimate Collection Abyssea Edition	final-fantasy-xi-ultimate-collection-abyssea-edition	Role-Playing	T	PC	Square Enix	Square Enix										2011.0		http://www.vgchartz.com/game/51012/final-fantasy-xi-ultimate-collection-abyssea-edition/?region=All	1		/games/boxart/full_final-fantasy-xi-ultimate-collection-abyssea-edition_305AmericaFront.jpg
